"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"AAPL","Apple Inc","Common stocks","Large cap","Information Technology","$2,397,671,544,960","0.60%","USA","Analyze"
"MSFT","Microsoft Corp","Common stocks","Large cap","Information Technology","$1,801,597,069,442","1.05%","USA","Analyze"
"GOOG","Alphabet Inc Class C","Common stocks","Large cap","Communication Services","$1,186,975,280,000","0.00%","USA","Analyze"
"GOOGL","Alphabet Inc Class A","Common stocks","Large cap","Communication Services","$1,186,975,280,000","0.00%","USA","Analyze"
"AMZN","Amazon.Com Inc.","Common stocks","Large cap","Consumer Discretionary","$967,626,898,594","0.00%","USA","Analyze"
"BRK.B","Berkshire Hathaway Inc. Class B","Common stocks","Large cap","Financials","$677,026,378,495","0.00%","USA","Analyze"
"TSLA","Tesla Inc","Common stocks","Large cap","Consumer Discretionary","$573,957,708,143","0.00%","USA","Analyze"
"UNH","Unitedhealth Group Inc","Common stocks","Large cap","Health Care","$481,479,420,808","1.20%","USA","Analyze"
"XOM","Exxon Mobil Corp","Common stocks","Large cap","Energy","$465,614,254,178","3.10%","USA","Analyze"
"JNJ","Johnson & Johnson","Common stocks","Large cap","Health Care","$457,168,603,520","2.48%","USA","Analyze"
"WMT","Walmart Stores Inc","Common stocks","Large cap","Consumer Staples","$401,707,214,676","1.50%","USA","Analyze"
"V","Visa Inc Class A","Common stocks","Large cap","Information Technology","$398,858,570,757","0.74%","USA","Analyze"
"NVDA","Nvidia Corp","Common stocks","Large cap","Information Technology","$390,357,300,000","0.10%","USA","Analyze"
"JPM","JP Morgan Chase & Co","Common stocks","Large cap","Financials","$388,766,975,856","2.99%","USA","Analyze"
"CVX","Chevron Corp","Common stocks","Large cap","Energy","$355,963,519,933","3.05%","USA","Analyze"
"LLY","Eli Lilly","Common stocks","Large cap","Health Care","$342,795,680,983","1.08%","USA","Analyze"
"PG","Procter & Gamble","Common stocks","Large cap","Consumer Staples","$336,045,310,057","2.54%","USA","Analyze"
"MA","Mastercard Inc Class A","Common stocks","Large cap","Information Technology","$325,504,363,802","0.57%","USA","Analyze"
"HD","Home Depot Inc","Common stocks","Large cap","Consumer Discretionary","$318,829,363,408","2.34%","USA","Analyze"
"META","Meta Platforms, Inc.","Common stocks","Large cap","Communication Services","$299,800,500,000","0.00%","USA","Analyze"
"BAC","Bank of America Corp","Common stocks","Large cap","Financials","$298,193,806,324","2.27%","USA","Analyze"
"PFE","Pfizer Inc","Common stocks","Large cap","Health Care","$271,291,491,573","3.27%","USA","Analyze"
"ABBV","Abbvie Inc","Common stocks","Large cap","Health Care","$269,091,994,097","3.65%","USA","Analyze"
"KO","Coca-Cola","Common stocks","Large cap","Consumer Staples","$262,541,200,257","2.84%","USA","Analyze"
"MRK","Merck & Co Inc","Common stocks","Large cap","Health Care","$259,396,362,100","2.66%","USA","Analyze"
"PEP","Pepsico Inc","Common stocks","Large cap","Consumer Staples","$248,028,988,896","2.45%","USA","Analyze"
"COST","Costco Wholesale Corp","Common stocks","Large cap","Consumer Staples","$230,738,392,871","0.67%","USA","Analyze"
"ORCL","Oracle Corp","Common stocks","Large cap","Information Technology","$213,536,372,148","1.60%","USA","Analyze"
"TMO","Thermo Fisher Scientific Inc","Common stocks","Large cap","Health Care","$207,820,503,699","0.22%","USA","Analyze"
"AVGO","Broadcom Inc.","Common stocks","Large cap","Information Technology","$207,405,295,632","3.18%","USA","Analyze"
"MCD","Mcdonalds Corp","Common stocks","Large cap","Consumer Discretionary","$200,215,395,117","2.00%","USA","Analyze"
"CSCO","Cisco Systems Inc","Common stocks","Large cap","Information Technology","$191,431,049,741","3.21%","USA","Analyze"
"ACN","Accenture Plc Class A","Common stocks","Large cap","Information Technology","$190,885,837,711","1.40%","USA","Analyze"
"DHR","Danaher Corp","Common stocks","Large cap","Health Care","$188,993,676,693","0.37%","USA","Analyze"
"TMUS","T Mobile US Inc","Common stocks","Large cap","Communication Services","$183,848,656,381","0.00%","USA","Analyze"
"ABT","Abbott Laboratories","Common stocks","Large cap","Health Care","$178,820,926,569","1.82%","USA","Analyze"
"WFC","Wells Fargo","Common stocks","Large cap","Financials","$175,244,476,399","2.37%","USA","Analyze"
"DIS","Walt Disney","Common stocks","Large cap","Communication Services","$166,718,633,707","0.00%","USA","Analyze"
"NKE","Nike Inc Class B","Common stocks","Large cap","Consumer Discretionary","$164,361,600,000","1.15%","USA","Analyze"
"BMY","Bristol Myers Squibb","Common stocks","Large cap","Health Care","$164,054,532,375","2.77%","USA","Analyze"
"NEE","Nextera Energy Inc","Common stocks","Large cap","Utilities","$163,642,926,742","2.00%","USA","Analyze"
"COP","ConocoPhillips","Common stocks","Large cap","Energy","$163,472,063,149","3.36%","USA","Analyze"
"LIN","Linde Plc","Common stocks","Large cap","Materials","$163,313,334,601","1.38%","USA","Analyze"
"VZ","Verizon Communications Inc","Common stocks","Large cap","Communication Services","$160,265,033,778","6.60%","USA","Analyze"
"TXN","Texas Instrument Inc","Common stocks","Large cap","Information Technology","$159,151,775,416","2.65%","USA","Analyze"
"ADBE","Adobe Inc","Common stocks","Large cap","Information Technology","$157,057,167,000","0.00%","USA","Analyze"
"AMGN","Amgen Inc","Common stocks","Large cap","Health Care","$153,297,305,884","2.67%","USA","Analyze"
"UPS","United Parcel Service Inc Class B","Common stocks","Large cap","Industrials","$152,277,490,897","3.94%","USA","Analyze"
"MS","Morgan Stanley","Common stocks","Large cap","Financials","$150,335,232,820","3.27%","USA","Analyze"
"CRM","Salesforce.Com Inc","Common stocks","Large cap","Information Technology","$149,690,000,000","0.00%","USA","Analyze"
"CMCSA","Comcast A Corp","Common stocks","Large cap","Communication Services","$147,796,417,569","3.07%","USA","Analyze"
"PM","Philip Morris International Inc","Common stocks","Large cap","Consumer Staples","$147,517,251,344","5.17%","USA","Analyze"
"HON","Honeywell International Inc","Common stocks","Large cap","Industrials","$144,219,841,986","1.83%","USA","Analyze"
"SCHW","Charles Schwab Corporation","Common stocks","Large cap","Financials","$141,454,378,238","1.07%","USA","Analyze"
"RTX","Raytheon Technologies Corporation","Common stocks","Large cap","Industrials","$138,964,845,061","2.27%","USA","Analyze"
"QCOM","Qualcomm Inc","Common stocks","Large cap","Information Technology","$137,726,060,000","2.31%","USA","Analyze"
"T","AT&T Inc.","Common stocks","Large cap","Communication Services","$135,113,500,000","6.31%","USA","Analyze"
"IBM","International Business Machines Co","Common stocks","Large cap","Information Technology","$132,083,820,371","4.43%","USA","Analyze"
"NFLX","Netflix Inc","Common stocks","Large cap","Communication Services","$130,453,229,962","0.00%","USA","Analyze"
"LOW","Lowes Companies Inc","Common stocks","Large cap","Consumer Discretionary","$129,353,998,163","1.76%","USA","Analyze"
"UNP","Union Pacific Corp","Common stocks","Large cap","Industrials","$128,997,503,856","2.34%","USA","Analyze"
"GS","Goldman Sachs Group Inc","Common stocks","Large cap","Financials","$128,606,643,831","2.22%","USA","Analyze"
"CVS","CVS Health Corp","Common stocks","Large cap","Health Care","$124,734,878,956","2.30%","USA","Analyze"
"DE","Deere & Company","Common stocks","Large cap","Industrials","$124,648,488,994","1.05%","USA","Analyze"
"LMT","Lockheed Martin Corp","Common stocks","Large cap","Industrials","$123,900,707,488","2.35%","USA","Analyze"
"INTC","Intel Corporation Corp","Common stocks","Large cap","Information Technology","$123,356,030,000","4.80%","USA","Analyze"
"CAT","Caterpillar Inc","Common stocks","Large cap","Industrials","$119,923,131,766","1.99%","USA","Analyze"
"AMD","Advanced Micro Devices Inc","Common stocks","Large cap","Information Technology","$119,153,120,372","0.00%","USA","Analyze"
"SPGI","S&P Global Inc","Common stocks","Large cap","Financials","$115,474,410,000","0.93%","USA","Analyze"
"ELV","Elevance Health, Inc.","Common stocks","Large cap","Health Care","$114,482,731,045","1.04%","USA","Analyze"
"AXP","American Express","Common stocks","Large cap","Financials","$112,563,133,325","1.31%","USA","Analyze"
"SBUX","Starbucks Corp","Common stocks","Large cap","Consumer Discretionary","$111,263,378,000","2.03%","USA","Analyze"
"BLK","Blackrock Inc","Common stocks","Large cap","Financials","$108,337,571,646","2.59%","USA","Analyze"
"INTU","Intuit Inc","Common stocks","Large cap","Information Technology","$107,640,469,393","0.74%","USA","Analyze"
"MDT","Medtronic Plc","Common stocks","Large cap","Health Care","$106,252,513,923","3.24%","USA","Analyze"
"ADP","Automatic Data Processing Inc","Common stocks","Large cap","Information Technology","$105,179,580,830","1.63%","USA","Analyze"
"GILD","Gilead Sciences Inc","Common stocks","Large cap","Health Care","$104,879,870,319","3.41%","USA","Analyze"
"PLD","Prologis, Inc","REITs","Large cap","Real Estate","$103,670,665,560","2.65%","USA","Analyze"
"BA","Boeing","Common stocks","Large cap","Industrials","$102,598,693,780","0.00%","USA","Analyze"
"AMT","American Tower Corporation","REITs","Large cap","Real Estate","$100,729,116,153","2.61%","USA","Analyze"
"PYPL","Paypal Holdings Inc","Common stocks","Large cap","Information Technology","$97,631,974,968","0.00%","USA","Analyze"
"CI","Cigna Corp","Common stocks","Large cap","Health Care","$95,421,143,148","1.39%","USA","Analyze"
"C","Citigroup Inc","Common stocks","Large cap","Financials","$93,453,150,688","4.16%","USA","Analyze"
"GE","General Electric","Common stocks","Large cap","Industrials","$93,302,932,475","0.37%","USA","Analyze"
"ISRG","Intuitive Surgical Inc","Common stocks","Large cap","Health Care","$92,152,094,319","0.00%","USA","Analyze"
"TJX","TJX Companies, Inc.","Common stocks","Large cap","Consumer Discretionary","$90,550,520,428","1.46%","USA","Analyze"
"AMAT","Applied Material Inc","Common stocks","Large cap","Information Technology","$89,859,314,428","1.18%","USA","Analyze"
"MDLZ","Mondelez International Inc","Common stocks","Large cap","Consumer Staples","$88,014,112,841","2.21%","USA","Analyze"
"CB","Chubb Ltd","Common stocks","Large cap","Financials","$86,762,109,277","1.55%","USA","Analyze"
"EOG","EOG Resources Inc","Common stocks","Large cap","Energy","$84,871,908,277","2.02%","USA","Analyze"
"ADI","Analog Devices Inc","Common stocks","Large cap","Information Technology","$83,050,727,011","1.83%","USA","Analyze"
"SYK","Stryker Corp","Common stocks","Large cap","Health Care","$82,868,585,852","1.26%","USA","Analyze"
"MMC","Marsh & McLennan Inc","Common stocks","Large cap","Financials","$82,163,974,669","1.35%","USA","Analyze"
"EL","Estee Lauder Inc Class A","Common stocks","Large cap","Consumer Staples","$81,430,304,000","1.05%","USA","Analyze"
"NOW","Servicenow Inc","Common stocks","Large cap","Information Technology","$80,917,160,000","0.00%","USA","Analyze"
"NOC","Northrop Grumman Corp","Common stocks","Large cap","Industrials","$79,857,322,141","1.27%","USA","Analyze"
"VRTX","Vertex Pharmaceuticals Inc","Common stocks","Large cap","Health Care","$79,548,680,975","0.00%","USA","Analyze"
"REGN","Regeneron Pharmaceuticals Inc","Common stocks","Large cap","Health Care","$79,143,486,774","0.00%","USA","Analyze"
"MO","Altria Group Inc","Common stocks","Large cap","Consumer Staples","$78,264,178,228","8.09%","USA","Analyze"
"BKNG","Booking Holdings Inc","Common stocks","Large cap","Consumer Discretionary","$75,280,892,655","0.00%","USA","Analyze"
"SLB","Schlumberger Nv","Common stocks","Large cap","Energy","$74,912,611,133","1.13%","USA","Analyze"
"PGR","Progressive Corp","Common stocks","Large cap","Financials","$74,900,624,530","1.48%","USA","Analyze"
"TGT","Target Corp","Common stocks","Large cap","Consumer Discretionary","$74,567,148,686","2.41%","USA","Analyze"
"DUK","Duke Energy Corp","Common stocks","Large cap","Utilities","$73,556,395,981","4.11%","USA","Analyze"
"SO","Southern Co","Common stocks","Large cap","Utilities","$70,676,639,994","3.08%","USA","Analyze"
"MRNA","Moderna, Inc.","Common stocks","Large cap","Health Care","$70,650,788,249","0.00%","USA","Analyze"
"MMM","3M","Common stocks","Large cap","Industrials","$70,281,261,642","4.61%","USA","Analyze"
"ITW","Illinois Tool Inc","Common stocks","Large cap","Industrials","$69,562,355,525","2.17%","USA","Analyze"
"GD","General Dynamics Corp","Common stocks","Large cap","Industrials","$67,681,809,866","2.00%","USA","Analyze"
"ZTS","Zoetis Inc","Common stocks","Large cap","Health Care","$66,927,938,482","0.90%","USA","Analyze"
"HUM","Humana Inc","Common stocks","Large cap","Health Care","$65,865,081,443","0.59%","USA","Analyze"
"WM","Waste Management Inc","Common stocks","Large cap","Industrials","$65,302,801,203","1.58%","USA","Analyze"
"CSX","CSX Corp","Common stocks","Large cap","Industrials","$65,069,550,163","1.27%","USA","Analyze"
"APD","Air Products And Chemicals Inc","Common stocks","Large cap","Materials","$65,053,641,421","2.15%","USA","Analyze"
"OXY","Occidental Petroleum Corp","Common stocks","Large cap","Energy","$64,951,005,088","0.56%","USA","Analyze"
"ETN","Eaton Corporation, PLC","Common stocks","Large cap","Industrials","$64,677,951,000","1.98%","USA","Analyze"
"HCA","HCA Healthcare, Inc.","Common stocks","Large cap","Health Care","$64,261,505,910","0.95%","USA","Analyze"
"PNC","PNC Financial Services Group, Inc.","Common stocks","Large cap","Financials","$64,047,062,440","3.57%","USA","Analyze"
"MU","Micron Technology Inc","Common stocks","Large cap","Information Technology","$63,860,282,624","0.73%","USA","Analyze"
"USB","US Bancorp","Common stocks","Large cap","Financials","$63,548,670,496","4.28%","USA","Analyze"
"BX","Blackstone Group Inc. Class A","Common stocks","Large cap","Financials","$63,518,189,259","5.36%","USA","Analyze"
"LRCX","Lam Research Corp","Common stocks","Large cap","Information Technology","$62,892,694,590","1.34%","USA","Analyze"
"CL","Colgate-Palmolive","Common stocks","Large cap","Consumer Staples","$62,883,277,871","2.45%","USA","Analyze"
"BDX","Becton Dickinson","Common stocks","Large cap","Health Care","$62,717,257,080","1.56%","USA","Analyze"
"FISV","Fiserv Inc","Common stocks","Large cap","Information Technology","$62,607,418,013","0.00%","USA","Analyze"
"CME","CME Group Inc Class A","Common stocks","Large cap","Financials","$62,423,075,606","2.23%","USA","Analyze"
"PXD","Pioneer Natural Resource","Common stocks","Large cap","Energy","$62,076,997,192","7.75%","USA","Analyze"
"SHW","Sherwin Williams","Common stocks","Large cap","Materials","$61,445,495,368","1.01%","USA","Analyze"
"AON","Aon Plc","Common stocks","Large cap","Financials","$61,182,961,410","0.74%","USA","Analyze"
"BSX","Boston Scientific Corp","Common stocks","Large cap","Health Care","$60,443,536,100","0.00%","USA","Analyze"
"TFC","Truist Financial Corporation","Common stocks","Large cap","Financials","$59,863,694,915","4.36%","USA","Analyze"
"CHTR","Charter Communications Inc Class A","Common stocks","Large cap","Communication Services","$59,823,300,865","0.00%","USA","Analyze"
"EQIX","Equinix, Inc.","REITs","Large cap","Real Estate","$59,218,841,313","1.92%","USA","Analyze"
"MET","Metlife Inc","Common stocks","Large cap","Financials","$58,759,158,692","2.62%","USA","Analyze"
"ICE","Intercontinental Exchange Inc","Common stocks","Large cap","Financials","$58,145,224,163","1.40%","USA","Analyze"
"CCI","Crown Castle International Corp.","REITs","Large cap","Real Estate","$57,863,873,894","4.34%","USA","Analyze"
"ATVI","Activision Blizzard Inc","Common stocks","Large cap","Communication Services","$57,765,574,795","0.64%","USA","Analyze"
"DG","Dollar General Corp","Common stocks","Large cap","Consumer Discretionary","$57,730,572,603","0.81%","USA","Analyze"
"NSC","Norfolk Southern Corp","Common stocks","Large cap","Industrials","$56,850,630,144","2.00%","USA","Analyze"
"MPC","Marathon Petroleum Corp","Common stocks","Large cap","Energy","$56,426,764,293","2.05%","USA","Analyze"
"EMR","Emerson Electric","Common stocks","Large cap","Industrials","$55,952,354,000","2.15%","USA","Analyze"
"F","Ford Motor Company","Common stocks","Large cap","Consumer Discretionary","$54,939,520,540","3.55%","USA","Analyze"
"GM","General Motors","Common stocks","Large cap","Consumer Discretionary","$54,895,723,850","0.23%","USA","Analyze"
"UBER","Uber Technologies, Inc.","Common stocks","Large cap","Industrials","$53,742,966,522","0.00%","USA","Analyze"
"KLAC","KLA-Tencor Corporation","Common stocks","Large cap","Information Technology","$53,284,673,769","1.24%","USA","Analyze"
"VLO","Valero Energy Corp","Common stocks","Large cap","Energy","$53,167,515,269","2.81%","USA","Analyze"
"MCO","Moodys Corp","Common stocks","Large cap","Financials","$53,091,360,000","0.93%","USA","Analyze"
"KDP","Keurig Dr Pepper Inc.","Common stocks","Large cap","Consumer Staples","$52,174,698,150","2.05%","USA","Analyze"
"MCK","Mckesson Corp","Common stocks","Large cap","Health Care","$51,974,400,094","0.53%","USA","Analyze"
"FCX","Freeport-McMoRan, Inc.","Common stocks","Large cap","Materials","$51,970,336,665","1.03%","USA","Analyze"
"ADM","Archer-Daniels-Midland Company","Common stocks","Large cap","Consumer Staples","$51,967,017,874","1.68%","USA","Analyze"
"ORLY","Oreilly Automotive Inc","Common stocks","Large cap","Consumer Discretionary","$51,936,754,612","0.00%","USA","Analyze"
"PSX","Phillips 66","Common stocks","Large cap","Energy","$51,861,932,732","3.44%","USA","Analyze"
"MNST","Monster Beverage Corp","Common stocks","Large cap","Consumer Staples","$51,631,747,844","0.00%","USA","Analyze"
"PSA","Public Storage","REITs","Large cap","Real Estate","$50,826,236,719","2.66%","USA","Analyze"
"MAR","Marriott International Inc","Common stocks","Large cap","Consumer Discretionary","$50,636,841,892","0.37%","USA","Analyze"
"SNPS","Synopsys Inc","Common stocks","Large cap","Information Technology","$49,584,561,519","0.00%","USA","Analyze"
"VMW","VMWare Inc Class A","Common stocks","Large cap","Information Technology","$48,829,758,897","0.00%","USA","Analyze"
"D","Dominion Energy Inc","Common stocks","Large cap","Utilities","$48,638,273,716","4.46%","USA","Analyze"
"SRE","Sempra Energy","Common stocks","Large cap","Utilities","$48,432,484,571","2.91%","USA","Analyze"
"GIS","General Mills Inc","Common stocks","Large cap","Consumer Staples","$47,346,338,801","2.61%","USA","Analyze"
"SNOW","Snowflake Inc. Class A","Common stocks","Large cap","Information Technology","$47,260,800,000","0.00%","USA","Analyze"
"PANW","Palo Alto Networks Inc","Common stocks","Large cap","Information Technology","$47,029,885,976","0.00%","USA","Analyze"
"APH","Amphenol Corp","Common stocks","Large cap","Information Technology","$46,970,812,042","1.01%","USA","Analyze"
"CTVA","Corteva, Inc.","Common stocks","Large cap","Materials","$46,749,211,560","0.88%","USA","Analyze"
"DVN","Devon Energy Corp","Common stocks","Large cap","Energy","$46,406,163,000","4.56%","USA","Analyze"
"ADSK","Autodesk Inc","Common stocks","Large cap","Information Technology","$46,340,620,425","0.00%","USA","Analyze"
"KHC","Kraft Heinz","Common stocks","Large cap","Consumer Staples","$46,241,113,691","4.17%","USA","Analyze"
"AZO","Autozone Inc","Common stocks","Large cap","Consumer Discretionary","$45,950,615,689","0.00%","USA","Analyze"
"CNC","Centene Corp","Common stocks","Large cap","Health Care","$45,827,396,954","0.00%","USA","Analyze"
"AEP","American Electric Power Inc","Common stocks","Large cap","Utilities","$45,769,837,799","3.51%","USA","Analyze"
"EW","Edwards Lifesciences Corp","Common stocks","Large cap","Health Care","$45,578,163,986","0.00%","USA","Analyze"
"ROP","Roper Technologies Inc","Common stocks","Large cap","Information Technology","$45,562,083,439","0.58%","USA","Analyze"
"HSY","Hershey Foods","Common stocks","Large cap","Consumer Staples","$45,449,829,600","1.74%","USA","Analyze"
"CDNS","Cadence Design Systems Inc","Common stocks","Large cap","Information technology","$45,289,571,600","0.00%","USA","Analyze"
"SCCO","Southern Copper Corp","Common stocks","Large cap","Materials","$45,288,108,314","5.83%","Peru","Analyze"
"HES","Hess Corp","Common stocks","Large cap","Energy","$45,219,602,708","0.93%","USA","Analyze"
"JCI","Johnson Controls International Plc","Common stocks","Large cap","Industrials","$45,164,514,780","2.09%","USA","Analyze"
"CTAS","Cintas Corp","Common stocks","Large cap","Industrials","$45,013,010,779","0.94%","USA","Analyze"
"KKR","KKR & Co Inc.","Common stocks","Large cap","Financials","$44,659,749,081","0.59%","USA","Analyze"
"FDX","FedEx Corporation","Common stocks","Large cap","Industrials","$44,638,103,120","2.20%","USA","Analyze"
"AIG","American International Group Inc","Common stocks","Large cap","Financials","$44,162,731,794","2.13%","USA","Analyze"
"AFL","Aflac Inc","Common stocks","Large cap","Financials","$43,892,054,450","2.25%","USA","Analyze"
"DXCM","Dexcom Inc","Common stocks","Large cap","Health Care","$43,508,115,200","0.00%","USA","Analyze"
"BIIB","Biogen Inc","Common stocks","Large cap","Health Care","$43,495,624,078","0.00%","USA","Analyze"
"KMB","Kimberly Clark Corp","Common stocks","Large cap","Consumer Staples","$43,492,606,154","3.54%","USA","Analyze"
"LULU","Lululemon Athletica Inc","Common stocks","Large cap","Consumer Discretionary","$43,328,408,513","0.00%","USA","Analyze"
"PAYX","Paychex Inc","Common stocks","Large cap","Information Technology","$43,327,360,493","2.50%","USA","Analyze"
"TRV","Travelers Companies Inc","Common stocks","Large cap","Financials","$42,869,192,748","1.96%","USA","Analyze"
"A","Agilent Technologies Inc","Common stocks","Large cap","Health Care","$42,760,099,931","0.58%","USA","Analyze"
"MSI","Motorola Solutions Inc","Common stocks","Large cap","Information Technology","$42,722,091,932","1.23%","USA","Analyze"
"SYY","Sysco Corp","Common stocks","Large cap","Consumer Staples","$42,619,148,937","2.26%","USA","Analyze"
"ENPH","Enphase Energy Inc","Common stocks","Large cap","Information Technology","$42,538,641,093","0.00%","USA","Analyze"
"FTNT","Fortinet Inc","Common stocks","Large cap","Information Technology","$42,296,117,636","0.00%","USA","Analyze"
"LHX","L3Harris Technologies, Inc.","Common stocks","Large cap","Industrials","$42,174,219,093","2.01%","USA","Analyze"
"ECL","Ecolab Inc","Common stocks","Large cap","Materials","$42,126,070,074","1.37%","USA","Analyze"
"RSG","Republic Services Inc","Common stocks","Large cap","Industrials","$41,683,683,468","1.41%","USA","Analyze"
"CMG","Chipotle Mexican Grill Inc","Common stocks","Large cap","Consumer Discretionary","$41,410,628,739","0.00%","USA","Analyze"
"LNG","Cheniere Energy Inc","Common stocks","Large cap","Energy","$41,148,158,505","0.83%","USA","Analyze"
"KMI","Kinder Morgan Inc","Common stocks","Large cap","Energy","$41,133,679,899","5.89%","USA","Analyze"
"MCHP","Microchip Technology Inc","Common stocks","Large cap","Information Technology","$40,585,142,711","1.12%","USA","Analyze"
"O","Realty Income Corporation","REITs","Large cap","Real Estate","$40,394,980,187","4.52%","USA","Analyze"
"ANET","Arista Networks Inc","Common stocks","Large cap","Information Technology","$40,353,919,669","0.00%","USA","Analyze"
"WMB","Williams Inc","Common stocks","Large cap","Energy","$40,327,048,307","5.00%","USA","Analyze"
"TT","Trane Technologies plc","Common stocks","Large cap","Industrials","$40,184,017,006","1.48%","USA","Analyze"
"AJG","Arthur J Gallagher","Common stocks","Large cap","Financials","$40,116,526,800","1.05%","USA","Analyze"
"PRU","Prudential Financial Inc","Common stocks","Large cap","Financials","$39,725,880,000","4.37%","USA","Analyze"
"ABNB","Airbnb, Inc.","Common stocks","Large cap","Consumer Discretionary","$39,545,907,439","0.00%","USA","Analyze"
"STZ","Constellation Brands Class A","Common stocks","Large cap","Consumer Staples","$39,477,430,580","1.28%","USA","Analyze"
"IQV","IQVIA Holdings, Inc.","Common stocks","Large cap","Health Care","$39,269,155,663","0.00%","USA","Analyze"
"MSCI","MSCI Inc","Common stocks","Large cap","Financials","$39,266,655,741","0.93%","USA","Analyze"
"PH","Parker-Hannifin Corp","Common stocks","Large cap","Industrials","$39,053,319,026","1.63%","USA","Analyze"
"COF","Capital One Financial Corp","Common stocks","Large cap","Financials","$37,956,106,000","2.38%","USA","Analyze"
"SPG","Simon Property Group, Inc","REITs","Large cap","Real Estate","$37,857,053,140","5.70%","USA","Analyze"
"MRVL","Marvell Technology Group Ltd","Common stocks","Large cap","Information Technology","$37,454,718,000","0.55%","USA","Analyze"
"HLT","Hilton Worldwide Holdings Inc","Common stocks","Large cap","Consumer Discretionary","$37,312,112,105","0.33%","USA","Analyze"
"EXC","Exelon Corp","Common stocks","Large cap","Utilities","$37,245,451,284","3.56%","USA","Analyze"
"XEL","Xcel Energy Inc","Common stocks","Large cap","Utilities","$36,742,264,021","2.83%","USA","Analyze"
"DLTR","Dollar Tree Inc","Common stocks","Large cap","Consumer Discretionary","$36,658,481,171","0.00%","USA","Analyze"
"SQ","Square Inc Class A","Common stocks","Large cap","Information Technology","$36,539,156,224","0.00%","USA","Analyze"
"NUE","Nucor Corp","Common stocks","Large cap","Materials","$36,454,861,191","1.40%","USA","Analyze"
"FIS","Fidelity National Information Services","Common stocks","Large cap","Information Technology","$36,231,749,583","2.93%","USA","Analyze"
"PCAR","Paccar Inc","Common stocks","Large cap","Industrials","$35,997,421,688","1.34%","USA","Analyze"
"CARR","Carrier Global Corporation","Common stocks","Large cap","Industrials","$35,992,695,606","1.39%","USA","Analyze"
"ALL","Allstate Corp","Common stocks","Large cap","Financials","$35,699,860,756","2.47%","USA","Analyze"
"EA","Electronic Arts Inc","Common stocks","Large cap","Communication Services","$35,517,722,104","0.56%","USA","Analyze"
"BK","Bank Of New York Mellon Corp","Common stocks","Large cap","Financials","$35,467,324,162","3.20%","USA","Analyze"
"NEM","Newmont Corporation","Common stocks","Large cap","Materials","$35,456,309,114","4.85%","USA","Analyze"
"GFS","GlobalFoundries Inc","Common stocks","Large cap","Information Technology","$35,442,200,380","0.00%","USA","Analyze"
"ILMN","Illumina Inc","Common stocks","Large cap","Health Care","$35,342,164,000","0.00%","USA","Analyze"
"DOW","Dow Inc.","Common stocks","Large cap","Materials","$35,279,452,155","5.49%","USA","Analyze"
"CMI","Cummins Inc","Common stocks","Large cap","Industrials","$35,027,159,112","2.41%","USA","Analyze"
"WBA","Walgreen Boots Alliance Inc","Common stocks","Large cap","Consumer Staples","$34,704,949,342","4.69%","USA","Analyze"
"YUM","Yum Brands Inc","Common stocks","Large cap","Consumer Discretionary","$34,582,819,309","1.79%","USA","Analyze"
"KR","Kroger","Common stocks","Large cap","Consumer Staples","$34,487,548,449","1.94%","USA","Analyze"
"DD","DuPont de Nemours, Inc.","Common stocks","Large cap","Materials","$34,447,345,654","1.85%","USA","Analyze"
"AMP","Ameriprise Finance Inc","Common stocks","Large cap","Financials","$34,220,578,682","1.51%","USA","Analyze"
"HAL","Halliburton","Common stocks","Large cap","Energy","$34,024,512,734","1.08%","USA","Analyze"
"IDXX","Idexx Laboratories Inc","Common stocks","Large cap","Health Care","$33,991,391,831","0.00%","USA","Analyze"
"ROST","Ross Stores Inc","Common stocks","Large cap","Consumer Discretionary","$33,987,860,298","1.23%","USA","Analyze"
"LVS","Las Vegas Sands Corp","Common stocks","Large cap","Consumer Discretionary","$33,837,281,993","0.00%","USA","Analyze"
"BF.B","Brown Forman Inc Class B","Common stocks","Large cap","Consumer Staples","$33,094,696,688","1.09%","USA","Analyze"
"BF.A","Brown Forman Inc Class A","Common stocks","Large cap","Consumer Staples","$33,094,696,688","1.08%","USA","Analyze"
"ODFL","Old Dominion Freight Line Inc","Common stocks","Large cap","Industrials","$33,008,594,205","0.37%","USA","Analyze"
"CSGP","Costar Group Inc","Common stocks","Large cap","Industrials","$32,840,222,345","0.00%","USA","Analyze"
"TDG","Transdigm Group Inc","Common stocks","Large cap","Industrials","$32,737,856,760","0.00%","USA","Analyze"
"ABC","AmerisourceBergen Corp","Common stocks","Large cap","Health Care","$32,685,961,425","1.16%","USA","Analyze"
"ALB","Albemarle Corp","Common stocks","Large cap","Materials","$32,504,042,695","0.57%","USA","Analyze"
"ED","Consolidated Edison Inc","Common stocks","Large cap","Utilities","$32,225,095,227","3.44%","USA","Analyze"
"OTIS","Otis Worldwide Corporation","Common stocks","Large cap","Industrials","$32,222,933,056","1.43%","USA","Analyze"
"RMD","Resmed Inc","Common stocks","Large cap","Health Care","$32,076,989,677","0.78%","USA","Analyze"
"NDAQ","Nasdaq Inc","Common stocks","Large cap","Financials","$31,864,390,056","1.17%","USA","Analyze"
"AME","Ametek Inc","Common stocks","Large cap","Industrials","$31,699,196,418","0.62%","USA","Analyze"
